"Varname","Theme","ThemeEn","VarLabel","VarLabelEn","numLevel","textLevel","textLabelEn","Type","coeff_label"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",30,"204 bis 210 Tage","204 210 days","Ordinal","AUarbzD_k30"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",31,"211 bis 217 Tage","211-217 days","Ordinal","AUarbzD_k31"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",32,"218 bis 224 Tage","218-224 days","Ordinal","AUarbzD_k32"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",33,"225 bis 231 Tage","225-231 days","Ordinal","AUarbzD_k33"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",34,"232 bis 238 Tage","232-238 days","Ordinal","AUarbzD_k34"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",35,"239 bis 245 Tage","239-245 days","Ordinal","AUarbzD_k35"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",36,"246 bis 252 Tage","246-252 days","Ordinal","AUarbzD_k36"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",37,"253 bis 259 Tage","253-259 days","Ordinal","AUarbzD_k37"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",38,"260 bis 266 Tage","260-266 days","Ordinal","AUarbzD_k38"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",39,"267 bis 273 Tage","267-273 days","Ordinal","AUarbzD_k39"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",4,"22 bis 28 Tage","22 to 28 days","Ordinal","AUarbzD_k4"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",40,"274 bis 280 Tage","274-280 days","Ordinal","AUarbzD_k40"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",41,"281 bis 287 Tage","281-287 days","Ordinal","AUarbzD_k41"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",42,"288 bis 294 Tage","288-294 days","Ordinal","AUarbzD_k42"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",43,"295 bis 301 Tage","295-301 days","Ordinal","AUarbzD_k43"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",44,"302 bis 308 Tage","302-308 days","Ordinal","AUarbzD_k44"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",45,"309 bis 315 Tage","309-315 days","Ordinal","AUarbzD_k45"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",46,"316 bis 322 Tage","316-322 days","Ordinal","AUarbzD_k46"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",47,"323 bis 329 Tage","323-329 days","Ordinal","AUarbzD_k47"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",48,"330 bis 336 Tage","330-336 days","Ordinal","AUarbzD_k48"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",49,"337 bis 343 Tage","337-343 days","Ordinal","AUarbzD_k49"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",5,"29 bis 35 Tage","29 to 35 days","Ordinal","AUarbzD_k5"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",50,"344 bis 350 Tage","344-350 days","Ordinal","AUarbzD_k50"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",51,"351 bis 357 Tage","351-357 days","Ordinal","AUarbzD_k51"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",52,"358 bis 364 Tage","358-364 days","Ordinal","AUarbzD_k52"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",53,"365 Tage","365 days","Ordinal","AUarbzD_k53"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",6,"36 bis 42 Tage","36 to 42 days","Ordinal","AUarbzD_k6"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",7,"43 bis 49 Tage","43 to 49 days","Ordinal","AUarbzD_k7"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",8,"50 bis 56 Tage","50 to 56 days","Ordinal","AUarbzD_k8"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",9,"57 bis 63 Tage","57 to 63 days","Ordinal","AUarbzD_k9"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",-90,".f",".f","Ordinal","AUarbzD_k-90"
"IAhypus","Inanspruchnahme (1401)","Use (1401)","Letzte Blutdruckmessung","Last blood pressure measurement",1,"Innerhalb der letzten 12 Monate","Within the last 12 months","Ordinal","IAhypus1"
"IAhypus","Inanspruchnahme (1401)","Use (1401)","Letzte Blutdruckmessung","Last blood pressure measurement",2,"Vor 1 bis weniger als 3 Jahren","1 to less than 3 years","Ordinal","IAhypus2"
"IAhypus","Inanspruchnahme (1401)","Use (1401)","Letzte Blutdruckmessung","Last blood pressure measurement",3,"Vor 3 bis weniger als 5 Jahren","3 to less than 5 years","Ordinal","IAhypus3"
"IAhypus","Inanspruchnahme (1401)","Use (1401)","Letzte Blutdruckmessung","Last blood pressure measurement",4,"Vor 5 Jahren oder mehr","more 5 years ago or","Ordinal","IAhypus4"
"IAhypus","Inanspruchnahme (1401)","Use (1401)","Letzte Blutdruckmessung","Last blood pressure measurement",5,"Nie","Never","Ordinal","IAhypus5"
"IAcholus","Inanspruchnahme (1401)","Use (1401)","Letzte Blutfettwertebestimmung","Last blood fat determination",1,"Innerhalb der letzten 12 Monate","Within the last 12 months","Ordinal","IAcholus1"
"IAcholus","Inanspruchnahme (1401)","Use (1401)","Letzte Blutfettwertebestimmung","Last blood fat determination",2,"Vor 1 bis weniger als 3 Jahren","1 to less than 3 years","Ordinal","IAcholus2"
"IAcholus","Inanspruchnahme (1401)","Use (1401)","Letzte Blutfettwertebestimmung","Last blood fat determination",3,"Vor 3 bis weniger als 5 Jahren","3 to less than 5 years","Ordinal","IAcholus3"
"IAcholus","Inanspruchnahme (1401)","Use (1401)","Letzte Blutfettwertebestimmung","Last blood fat determination",4,"Vor 5 Jahren oder mehr","more 5 years ago or","Ordinal","IAcholus4"
"IAcholus","Inanspruchnahme (1401)","Use (1401)","Letzte Blutfettwertebestimmung","Last blood fat determination",5,"Nie","Never","Ordinal","IAcholus5"
"IAdiabus","Inanspruchnahme (1401)","Use (1401)","Letzte Blutzuckermessung","Last blood glucose monitoring",1,"Innerhalb der letzten 12 Monate","Within the last 12 months","Ordinal","IAdiabus1"
"IAdiabus","Inanspruchnahme (1401)","Use (1401)","Letzte Blutzuckermessung","Last blood glucose monitoring",2,"Vor 1 bis weniger als 3 Jahren","1 to less than 3 years","Ordinal","IAdiabus2"
"IAdiabus","Inanspruchnahme (1401)","Use (1401)","Letzte Blutzuckermessung","Last blood glucose monitoring",3,"Vor 3 bis weniger als 5 Jahren","3 to less than 5 years","Ordinal","IAdiabus3"
"IAdiabus","Inanspruchnahme (1401)","Use (1401)","Letzte Blutzuckermessung","Last blood glucose monitoring",4,"Vor 5 Jahren oder mehr","more 5 years ago or","Ordinal","IAdiabus4"
"IAdiabus","Inanspruchnahme (1401)","Use (1401)","Letzte Blutzuckermessung","Last blood glucose monitoring",5,"Nie","Never","Ordinal","IAdiabus5"
"IAkfutyp2B_lz","Inanspruchnahme (1401)","Use (1401)","Letzter Stuhltest","Last stool test",1,"Innerhalb der letzten 12 Monate","Within the last 12 months","Ordinal","IAkfutyp2B_lz1"
"IAkfutyp2B_lz","Inanspruchnahme (1401)","Use (1401)","Letzter Stuhltest","Last stool test",2,"Vor 1 bis weniger als 2 Jahren","1 to less than 2 years","Ordinal","IAkfutyp2B_lz2"
"IAkfutyp2B_lz","Inanspruchnahme (1401)","Use (1401)","Letzter Stuhltest","Last stool test",3,"Vor 2 bis weniger als 3 Jahren","2 to less than 3 years","Ordinal","IAkfutyp2B_lz3"
"IAkfutyp2B_lz","Inanspruchnahme (1401)","Use (1401)","Letzter Stuhltest","Last stool test",4,"Vor 3 Jahren oder mehr","more 3 years ago or","Ordinal","IAkfutyp2B_lz4"
"IAkfutyp2B_lz","Inanspruchnahme (1401)","Use (1401)","Letzter Stuhltest","Last stool test",5,"Nie","Never","Ordinal","IAkfutyp2B_lz5"
"IAkfutyp4B_lz","Inanspruchnahme (1401)","Use (1401)","Letzte Darmspiegelung","Last colonoscopy",1,"Innerhalb der letzten 12 Monate","Within the last 12 months","Ordinal","IAkfutyp4B_lz1"
"IAkfutyp4B_lz","Inanspruchnahme (1401)","Use (1401)","Letzte Darmspiegelung","Last colonoscopy",2,"Vor 1 bis weniger als 5 Jahren","1 to less than 5 years","Ordinal","IAkfutyp4B_lz2"
"IAkfutyp4B_lz","Inanspruchnahme (1401)","Use (1401)","Letzte Darmspiegelung","Last colonoscopy",3,"Vor 5 bis weniger als 10 Jahren","Before 5 to less than 10 years","Ordinal","IAkfutyp4B_lz3"
"IAkfutyp4B_lz","Inanspruchnahme (1401)","Use (1401)","Letzte Darmspiegelung","Last colonoscopy",4,"Vor 10 Jahren oder mehr","more 10 years ago or","Ordinal","IAkfutyp4B_lz4"
"IAkfutyp4B_lz","Inanspruchnahme (1401)","Use (1401)","Letzte Darmspiegelung","Last colonoscopy",5,"Nie","Never","Ordinal","IAkfutyp4B_lz5"
"IAtermin","Inanspruchnahme (1401)","Use (1401)","Auf Untersuchungstermin gewartet i.d.l. 12 Mon.","i.d.l. waiting for examination appointment 12 Mon.",1,"Ja","Yes","Nominal","IAtermin1"
"IAtermin","Inanspruchnahme (1401)","Use (1401)","Auf Untersuchungstermin gewartet i.d.l. 12 Mon.","i.d.l. waiting for examination appointment 12 Mon.",2,"Nein","No","Nominal","IAtermin2"
"IAtermin","Inanspruchnahme (1401)","Use (1401)","Auf Untersuchungstermin gewartet i.d.l. 12 Mon.","i.d.l. waiting for examination appointment 12 Mon.",3,"Kein Bedarf an Untersuchung oder Behandlung","No need for examination or treatment","Nominal","IAtermin3"
"IAweg","Inanspruchnahme (1401)","Use (1401)","Untersuchung verzögert wegen Entfernung i.d.l. 12 Mon.","Investigation delayed due i.d.l. Distance 12 Mon.",1,"Ja","Yes","Nominal","IAweg1"
"IAweg","Inanspruchnahme (1401)","Use (1401)","Untersuchung verzögert wegen Entfernung i.d.l. 12 Mon.","Investigation delayed due i.d.l. Distance 12 Mon.",2,"Nein","No","Nominal","IAweg2"
"IAweg","Inanspruchnahme (1401)","Use (1401)","Untersuchung verzögert wegen Entfernung i.d.l. 12 Mon.","Investigation delayed due i.d.l. Distance 12 Mon.",3,"Kein Bedarf an Untersuchung oder Behandlung","No need for examination or treatment","Nominal","IAweg3"
"IAarzt14B","Inanspruchnahme (1401)","Use (1401)","Zahnmedizinische Untersuchung","Dental examination",-96,"Filterbed. fehlend","Filterbed. missing","Ordinal","IAarzt14B-96"
"IAarzt14B","Inanspruchnahme (1401)","Use (1401)","Zahnmedizinische Untersuchung","Dental examination",1,"Vor weniger als 6 Monaten","Less than 6 months","Ordinal","IAarzt14B1"
"IAarzt14B","Inanspruchnahme (1401)","Use (1401)","Zahnmedizinische Untersuchung","Dental examination",2,"Vor 6 bis weniger als 12 Monaten","6 to less than 12 months","Ordinal","IAarzt14B2"
"IAarzt14B","Inanspruchnahme (1401)","Use (1401)","Zahnmedizinische Untersuchung","Dental examination",3,"Vor 12 Monaten oder länger","12 months or more ago","Ordinal","IAarzt14B3"
"IAarzt14B","Inanspruchnahme (1401)","Use (1401)","Zahnmedizinische Untersuchung","Dental examination",4,"Nie","Never","Ordinal","IAarzt14B4"
"IAarzt14B","Inanspruchnahme (1401)","Use (1401)","Zahnmedizinische Untersuchung","Dental examination",-99,"Keine Angabe","No information","Ordinal","IAarzt14B-99"
"IAarzt1B4w","Inanspruchnahme (1401)","Use (1401)","Besuch Allgemeinarzt oder Hausarzt i.d.l. 4 Wochen: Anzahl","Visit general practitioners or family doctor i.d.l. 4 weeks: Number",-96,"Filterbed. fehlend (Kein Hausarztbesuch i.d.l. 12 Mon.)","Filterbed. absent (No house doctor i.d.l. 12 months)","Scale","IAarzt1B4w-96"
"IAarzt1B","Inanspruchnahme (1401)","Use (1401)","Besuch Allgemeinarzt oder Hausarzt","Visit general practitioners or family doctor",-96,"Filterbed. fehlend","Filterbed. missing","Ordinal","IAarzt1B-96"
"IAarzt1B","Inanspruchnahme (1401)","Use (1401)","Besuch Allgemeinarzt oder Hausarzt","Visit general practitioners or family doctor",1,"Vor weniger als 12 Monaten","Less than 12 months","Ordinal","IAarzt1B1"
"IAarzt1B","Inanspruchnahme (1401)","Use (1401)","Besuch Allgemeinarzt oder Hausarzt","Visit general practitioners or family doctor",2,"Vor 12 Monaten oder länger","12 months or more ago","Ordinal","IAarzt1B2"
"IAarzt1B","Inanspruchnahme (1401)","Use (1401)","Besuch Allgemeinarzt oder Hausarzt","Visit general practitioners or family doctor",3,"Nie","Never","Ordinal","IAarzt1B3"
"IAarzt1B","Inanspruchnahme (1401)","Use (1401)","Besuch Allgemeinarzt oder Hausarzt","Visit general practitioners or family doctor",-99,"Keine Angabe","No information","Ordinal","IAarzt1B-99"
"IAfa4w","Inanspruchnahme (1401)","Use (1401)","Besuch Facharzt i.d.l. 4 Wochen: Anzahl","Visiting Specialist i.d.l. 4 weeks: Number",-96,"Filterbed. fehlend (Kein Facharztbesuch i.d.l. 12 Mon.)","Filterbed. absent (no visit to a specialist i.d.l. 12 months)","Scale","IAfa4w-96"
"IAarzt8C","Inanspruchnahme (1401)","Use (1401)","Besuch Psychologen i.d.l. 12 Mon.","Visit psychologists i.d.l. 12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","IAarzt8C-97"
"IAarzt8C","Inanspruchnahme (1401)","Use (1401)","Besuch Psychologen i.d.l. 12 Mon.","Visit psychologists i.d.l. 12 Mon.",1,"Ja","Yes","Nominal","IAarzt8C1"
"IAarzt8C","Inanspruchnahme (1401)","Use (1401)","Besuch Psychologen i.d.l. 12 Mon.","Visit psychologists i.d.l. 12 Mon.",2,"Nein","No","Nominal","IAarzt8C2"
"IAkhs","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.","Stationary i.d.l. in hospital 12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","IAkhs-97"
"IAkhs","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.","Stationary i.d.l. in hospital 12 Mon.",1,"Ja","Yes","Nominal","IAkhs1"
"IAkhs","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.","Stationary i.d.l. in hospital 12 Mon.",2,"Nein","No","Nominal","IAkhs2"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",0,"An keinem Tag","On any day","Ordinal","IAkhs_k0"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",1,"1 bis 7 Tage","1 to 7 days","Ordinal","IAkhs_k1"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",10,"64 bis 70 Tage","64 to 70 days","Ordinal","IAkhs_k10"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",11,"71 bis 77 Tage","71 to 77 days","Ordinal","IAkhs_k11"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",12,"78 bis 84 Tage","78 to 84 days","Ordinal","IAkhs_k12"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",13,"85 bis 91 Tage","85-91 days","Ordinal","IAkhs_k13"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",14,"92 bis 98 Tage","92 to 98 days","Ordinal","IAkhs_k14"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",15,"99 bis 105 Tage","99 to 105 days","Ordinal","IAkhs_k15"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",16,"106 bis 112 Tage","106 to 112 days","Ordinal","IAkhs_k16"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",17,"113 bis 119 Tage","113-119 days","Ordinal","IAkhs_k17"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",18,"120 bis 126 Tage","120 to 126 days","Ordinal","IAkhs_k18"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",19,"127 bis 133 Tage","127 to 133 days","Ordinal","IAkhs_k19"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",2,"8 bis 14 Tage","8 to 14 days","Ordinal","IAkhs_k2"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",20,"134 bis 140 Tage","134-140 days","Ordinal","IAkhs_k20"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",21,"141 bis 147 Tage","141-147 days","Ordinal","IAkhs_k21"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",22,"148 bis 154 Tage","148-154 days","Ordinal","IAkhs_k22"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",23,"155 bis 161 Tage","155 to 161 days","Ordinal","IAkhs_k23"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",24,"162 bis 168 Tage","162-168 days","Ordinal","IAkhs_k24"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",25,"169 bis 175 Tage","169-175 days","Ordinal","IAkhs_k25"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",26,"176 bis 182 Tage","176-182 days","Ordinal","IAkhs_k26"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",27,"183 bis 189 Tage","183-189 days","Ordinal","IAkhs_k27"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",28,"190 bis 196 Tage","190-196 days","Ordinal","IAkhs_k28"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",29,"197 bis 203 Tage","197-203 days","Ordinal","IAkhs_k29"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",3,"15 bis 21 Tage","15 to 21 days","Ordinal","IAkhs_k3"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",30,"204 bis 210 Tage","204 210 days","Ordinal","IAkhs_k30"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",31,"211 bis 217 Tage","211-217 days","Ordinal","IAkhs_k31"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",32,"218 bis 224 Tage","218-224 days","Ordinal","IAkhs_k32"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",33,"225 bis 231 Tage","225-231 days","Ordinal","IAkhs_k33"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",34,"232 bis 238 Tage","232-238 days","Ordinal","IAkhs_k34"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",35,"239 bis 245 Tage","239-245 days","Ordinal","IAkhs_k35"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",36,"246 bis 252 Tage","246-252 days","Ordinal","IAkhs_k36"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",37,"253 bis 259 Tage","253-259 days","Ordinal","IAkhs_k37"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",38,"260 bis 266 Tage","260-266 days","Ordinal","IAkhs_k38"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",39,"267 bis 273 Tage","267-273 days","Ordinal","IAkhs_k39"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",4,"22 bis 28 Tage","22 to 28 days","Ordinal","IAkhs_k4"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",40,"274 bis 280 Tage","274-280 days","Ordinal","IAkhs_k40"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",41,"281 bis 287 Tage","281-287 days","Ordinal","IAkhs_k41"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",42,"288 bis 294 Tage","288-294 days","Ordinal","IAkhs_k42"
